編號,縣市,所在轄區,X坐標,Y坐標,公園名稱,里別,面積公頃,類別,座落位置,管理單位,使用分區,附註,使用告示牌1,搖搖椅,搖搖樂,攀岩牆,旋轉地球,鐵馬搖椅,雙座潛艇滑軌,天梯爬梯,鏡子護欄,泡泡窗,方向盤,螺旋滑梯,海底峽谷爬梯,彈力蹺蹺板,蹺蹺板,攀爬梯網狀爬架,盪鞦韆,溜滑梯,吊橋,親子木樁,沙坑,大型兒童遊具,中型兒童遊具,小型兒童遊具,轉轉拼圖,其他遊樂設施,使用告示牌2,單槓引體向上,雙槓,高低槓,平行槓平行桿,三人扭腰器長,三人扭腰器圓轉腰器,平步機,伸腰伸臂架腰腹訓練器,壓腿器,太空漫步機雙人漫步機,肩關節康復器大轉輪,腰背按摩器,上肢牽引器,腹肌架腹肌運動,太極揉推器,平衡木,撐體向上,跳躍運動,仰臥舉腿,上下階運動,左右側跳,伏地挺身,俯前坐,腿筋伸展,衝浪板雙人浪板,吊環,雙向爬梯,天梯雲梯,滑輪吊環,滾背伸展,仰臥起坐,垂直爬梯,划船器,其他體健設施,石椅,靠背石椅,木椅,靠背木椅,鋁椅,靠背鋁椅,塑鋼椅,靠背塑鋼椅,白鐵椅,靠背白鐵椅,白鐵管椅,靠背白鐵管椅,玻璃椅,其他休憩設施,對奕石桌椅1:2,對奕石桌椅1:4,熄菸筒,石桌椅1:4,野餐桌椅,其他,木製涼亭,涼亭,瞭望台,花架,景觀壁燈,燈箱,高燈,矮燈,地底燈,橋樑,水龍頭1,電源開關箱,身障斜坡,身障扶手,P型身障扶手,C101,舞台,籃球場,網球場,羽球場,溜冰場,排球場,舉重館,槌球場,客家文化館,寵物新樂園沙坑,噴水池,管理單位說明,違規罰鍰,使用注意事項,公布欄,好望角,自行車路線圖,指示標誌,健康步道,垃圾桶1,腳踏車架,腳踏車停車位,機車停車位,汽車停車位,殘障停車位,遊覽車停車位,擋車阻,公廁,移動式廁間,便器蹲式1,便器坐式1,沖水器腳踏式1,沖水器水箱型1,垃圾桶2,門1,標誌1,XA8身障扶手,身障間洗手台2,小便區2,小便斗2,噴水器按押式2,噴水器感應式2,XB4身障扶手,煙蒂盒2,洗手台區2,鏡1,水槽1,水龍頭2,給皂盒1,衛生紙盒1,垃圾桶3,XC7身障扶手,便器蹲式2,便器坐式2,沖水器腳踏式2,沖水器水箱型2,垃圾桶4,門2,標誌2,YA8身障扶手,身障間洗手台1,小便區1,小便斗1,噴水器按押式1,噴水器感應式1,YB4身障扶手,煙蒂盒1,洗手台區1,鏡2,水槽2,水龍頭3,給皂盒2,衛生紙盒2,垃圾桶5,YC7身障扶手,門3,窗,照明燈,空調抽風機,洗腳池,台電電箱數量,台電電箱面積m2,中華電信設備箱數量,中華電信設備箱面積m2,欣南瓦斯設備箱數量,欣南瓦斯設備箱面積m2,第四台業者設備箱數量,第四台業者設備箱面積m2,C195,C196,C197,C198,C199,公園全景
164,臺南市,安南區,168926.77,2548012.91,安西公園,安西里,1.0137,區域公園,安西路&安西二街(活動中心旁),公園管理一科,大型,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,24,,8,,,,,,,,,,,,,,,,,,,2,,,,,21,,,,,2,2,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,9.7,,,,,,,,,,,,1
165,臺南市,安南區,163801.78,2549004.73,紅樹林生態公園,鹽田里,6.6,區域公園,本田路與安明路,公園管理一科,大型,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,6,,,,10,,2,1,3,1,1,,1,,,,,,,,,,,,,,3,,,,,,,3,1,48,,18,2,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
166,臺南市,安南區,166809.3,2549555.21,水月公園,,2.287,區域公園,,公園管理一科,大型,,1,,3,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,1,,,,,,13,2,,,7,2,,,,,,1,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5.14,,,,,,,,,,,,1
167,臺南市,安南區,168413.49,2549281.27,安南區綠16,,0.0463,,長溪路與北安路口,安南區公所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
168,臺南市,安南區,164343.94,2552066.84,佃西里如意公園(公六),公塭里,0.5638,,公學路5段162號對面,安南區公所,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,2,,,,,,,,,,,7,,,,8,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.96,,,,,,,,,,,,1
169,臺南市,安南區,169544.71,2550110.95,育安公園,安順里,0.4,鄰里公園,育安街&安豐一街(安順活動中心旁),安南區公所,鄰里,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,1,,,1,,,,,,1,1,,,4,,3,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,4,,,,,,,,,,,1,,,,,,11,,,,7,1,,,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14,,,,,,,,,,,,1
170,臺南市,安南區,169385.83,2549934.28,安順公園,安順里,0.44,鄰里公園,育安三街&培安四街,安南區公所,鄰里,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,1,,1,,,,2,1,,,1,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,2,,,,4,2,16,,,,6,1,,,3,,,,,,,,,,,,,1,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
171,臺南市,安南區,169372.77,2548724.8,南路寮公園,安慶里,0.46,鄰里公園,培安路408號對面&安和路二段111巷,安南區公所,鄰里,,,,2,,,,,,,,,,,,,,1,,,,,,1,,,,,,,1,,1,,,,1,1,,,1,,,,,,,,,,1,1,,,,,,4,,,,,,,,,,21,,,,,,,,,,,,6,,,,1,,,,,20,,,,3,1,5,,,,,,,,,,,2,,,,1,4,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9.6,,,,,,,,,,,,1
172,臺南市,安南區,169714.62,2552005.09,州北公園(公兒4),州北里,0.46,鄰里公園,安和路五段269巷&北安路四段548巷,安南區公所,鄰里,,,2,,,,,,,,,,,,,,,1,,,,,,1,,,,1,,,2,,1,,,,,2,1,2,1,,2,,,,,,,,,,,,,,,2,,,,,2,,8,,,5,,,,,,,,,,,,,,,,1,,,,,13,,,,1,,,,1,,,1,,,,,,,,,,1,1,3,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
173,臺南市,安南區,165348.39,2551726.13,吉祥公園(公兒5),佃西里,0.47,鄰里公園,海佃路四段490巷,安南區公所,鄰里,,,,4,,,,,,,,,,,,,,1,,,,,,1,1,,,5,,1,1,,1,,,1,,2,,,1,,,,,,,,,,,,,2,,,,,,,,,4,,,9,,5,,,,,,,,,,,,3,,,1,,,,,,15,,,,,1,,,,1,,1,,,,,,,,,,1,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
174,臺南市,安南區,165793.04,2552184.87,神榕公園(公1),佃東里,0.8,鄰里公園,公學路4段54巷底(十二佃神榕旁),安南區公所,鄰里,,,,3,,,,,,,,,,,,,,,,,,,1,,,,,1,,,1,,1,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,5,,,,,14,,,,,,,,,,,,,,,,,,,,,6,20,,,1,1,,,,,,,,,,,,,,,,1,1,,4,,,2,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.98,,,,,,,,,,1
175,臺南市,安南區,160611.25,2551872.58,鹿耳門公園,城東里,0.75,鄰里公園,城安一街、城安四街(土城聖母廟旁),安南區公所,鄰里,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,7,19,,,,,,,,,,,,,,,,,,,,1,,,,,25,,,,7,2,6,,,1,1,,,,,,,,,,,,1,1,1,,,,1,,1,16,18,5,1,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
176,臺南市,安南區,167515.67,2549094.48,梅花公園,梅花里,0.46,鄰里公園,安中路一段699號,安南區公所,鄰里,,,1,,,,,,,,,,,,,,,2,,,,,,,1,,,1,,1,,,2,,,,1,2,,,1,,,,,,,,,,1,,,,,,,1,,,,,33,,,,,,,,,,,,,,,2,,2,,,,1,,,,1,14,,,,3,1,,,,1,,1,,,,,,,,,,1,1,,2,,,,1,1,,,,,,,,1,,2,,2,,2,2,,,,,1,1,,,,,,,,,,,,2,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
177,臺南市,安南區,165770.62,2550348.18,懷恩公園(公兒6),淵東里,0.37,鄰里公園,智安三街&仁安一街,安南區公所,鄰里,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,1,1,,1,,2,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,,,,5,,,1,,,,,,14,,,,3,,,,,,,,,,,,,,,,,1,3,,,,,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20,,,,,,,,,,,,1
178,臺南市,安南區,160371.77,2548426.47,台鹼公園,鹿耳里,0.24,鄰里公園,台鹽宿舍旁、顯宮國小旁,安南區公所,鄰里,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
179,臺南市,安南區,170183.3,2552192.85,塭南公園(公兒3),塭南里,0.33,鄰里公園,長和路二段12巷277弄37號旁,安南區公所,鄰里,,,3,4,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,2,,,,,3,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,2,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
180,臺南市,安南區,169651.53,2549697.85,新順公園(一)(公兒36),新順里,0.25,鄰里公園,安豐六街&育安街&育安四街,安南區公所,鄰里,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,1,,,,1,1,1,,1,,1,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,6,,10,,,,6,1,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6.5,,,,,,,,,,,,1
181,臺南市,安南區,169473.29,2549426.6,保和公園(公兒8),新順里,0.35,鄰里公園,安慶路&頂安街(保安宮旁),安南區公所,鄰里,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,3,,,,,1,18,2,,,,1,,,,,,,,,,,,,,,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
182,臺南市,安南區,169585.43,2549678.83,新順公園(二)(公兒6),新順里,0.75,鄰里公園,安豐六街&育安街,安南區公所,鄰里,,,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,12,,,,,,,,,,,,,,1,,,1,,,,5,,16,,,,9,1,,,,,,,,,,,,,,,,1,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
183,臺南市,安南區,165958.06,2550055.31,感恩公園,溪心里,0.32,鄰里公園,功安一街&仁安二街,安南區公所,鄰里,,,,2,,,,,,,,,,,,,,2,,,,,,1,1,,,4,1,,1,1,1,,,,,2,,,,,,,,,,,,,,,,1,,,,3,,,,,30,,,,,,,,,,,,,,,,,1,,,1,,,,,,27,,,,6,,2,,,,,,,,,,,,,,,,1,1,,,,,3,5,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1
184,臺南市,安南區,166220.26,2549695.37,十字公園,溪心里,0.45,鄰里公園,樂安一街&安中路三段59巷,安南區公所,鄰里,,,,2,,,,,,,,,,,,,,2,,,,,,,1,,,,,,1,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,2,,,,,,,,,,,1,,,,,,5,11,,,5,1,3,,,,,,,,,,,,,,,,1,,1,,,,1,3,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7.68,,,,,,,,,,,,1
185,臺南市,安南區,166055.2,2550417.13,仁安公園,溪心里,0.54,鄰里公園,功安四街&仁安路,安南區公所,鄰里,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,1,,1,,,,,,,,,,,,,,,4,,,,,23,,,,,,,,,2,,,,,,,,,,,,,1,,,,2,9,,,4,1,4,,,,,1,,,,,,,,,,,1,,,,,,1,5,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7.68,,,,,,,,,,,,1
186,臺南市,安南區,166272.55,2550085.45,溪心公園,溪心里,0.55,鄰里公園,仁安六街&功安四街,安南區公所,鄰里,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,1,1,,,,1,1,,,,1,,,1,,1,,,,,,,,,,,,,,,2,,,,,13,,,,,,,,,1,,,,,,,,,,,1,,1,,,,8,9,,,2,1,2,,,,,,,,,,,,,,,,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
187,臺南市,安南區,167867.74,2549228.21,鳳凰公園,鳳凰里,0.47,鄰里公園,安中路一段700巷,安南區公所,鄰里,,,1,4,,,,,,,,,,,1,,2,2,,,,,,1,1,,,,,,1,,3,,,,,2,,,1,,,,,,,,,,,,,,,,,3,,,,1,21,4,,3,,21,,,,4,,,,,,5,3,,,,,,,,,2,16,,,,6,1,,,,,,1,,1,,,,,,,,1,,1,2,,,,,7,,,,,,,6,1,,2,,2,,2,2,,,,,1,1,,,,,,1,1,,,,,2,,2,,2,2,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,1
188,臺南市,安南區,168451.17,2550576.11,總頭公園,總頭里,0.36,鄰里公園,長溪街二段570巷,安南區公所,鄰里,,,2,,,,,,,,,,,,,1,,1,,,,,1,,,,,,,,1,,2,,,,,,1,1,1,,1,,,,,,,,,,1,,,,,1,,1,,,10,,,,,,,,,2,,,,,,,,4,,,,1,,,,,,,,,2,1,,,,,,1,,,,,,,,,,1,,3,1,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
189,臺南市,安南區,167568.44,2548289.52,大安里公園,大安里,0.34,鄰里公園,義安街156巷口至義安街198巷口,安南區公所,鄰里,,1,,1,,,,,,,,,,,,1,,1,,,,,,1,,,1,,,,,,2,,,,1,2,,,1,,1,,,,,,,,1,,,,,,,2,,,,,,,4,,,10,,,,,,,,,,5,1,,,,,1,,,,,9,,,,7,1,4,,,,,,,,,,,,,,,1,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
190,臺南市,安南區,166735.43,2549449.63,原佃安吉公園(公兒9),原佃里,0.46,鄰里公園,近安中路&安吉路口,安南區公所,鄰里,,1,,3,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,1,,,,,,8,3,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12.96,,,,,,,,,,,,1
191,臺南市,安南區,169803.11,2552014.69,州北里運動公園(公31),州北里,0.5798,鄰里公園,安昌街&安昌街19巷口,安南區公所,鄰里,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,1,2,,2,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,5,1,,,,,,,1,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
192,臺南市,安南區,160296.18,2548796.04,顯宮公園(媽宮段公兒2),顯宮里,0.3,鄰里公園,鹿耳門媽祖宮後方,安南區公所,鄰里,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,8,,3,,,,,,,,,,,,,3,,,,,,,,,,,11,19,,,5,,4,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
193,臺南市,安南區,167306.3,2548410.13,理想巴洛克公園(公兒10),理想里,0.14,鄰里公園,大安街213巷內,安南區公所,鄰里,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,2,,,,1,1,,,1,,,,,,,,,,,,,,,,,1,,,,,,,16,,,,,,,,,,,,,,,2,,,,,,,,,10,,,,5,1,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
194,臺南市,安南區,169119.78,2547843.31,樂成公園,安西里,0.5,鄰里公園,安通路4段47巷28號對面,安南區公所,鄰里,,1,,3,,,,,,,,,,,1,,,1,,,,,,1,,,,,,2,1,,4,,,,,3,,,1,,1,,,,,,,,2,,,,,,,2,,,,,,,25,,,,,,,,,,,,,,,,,,1,,,,,,15,,,,5,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
195,臺南市,安南區,168500.647,2548670.657,頂好公園,頂安里,0.578,鄰里公園,安中路一段330號對面,安南區公所,鄰里,,,,3,,,,,,,,,,,1,,,,,,,,,1,1,,,1,,,,,2,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,1,,,,,,13,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
196,臺南市,安南區,168675.97,2548488.03,慈雲公園,安慶里,0.395,鄰里公園,安中路一段222之1號對面,安南區公所,鄰里,,,,6,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,1,,,1,1,1,,,,,,,,,,,,,1,,,,,,,1,,,,,8,,,,,,,,,,,,,,,,,2,1,,1,,,,,,16,,,,3,1,,,2,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
197,臺南市,安南區,168908.09,2548199.17,箔仔寮公園,安西里,0.4977,鄰里公園,慈安路安西里活動中心對面,安南區公所,鄰里,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,6,,,,,,,,,,,,,,,,,,,,,,,1,6,,,,,,,,2,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.6,,,,,,,,,,,,1
198,臺南市,安南區,168544.03,2547898.14,高興公園,安西里,0.3448,鄰里公園,安西一街&安通三街21號旁,安南區公所,鄰里,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,1,,,,,,8,,,,1,1,2,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
199,臺南市,安南區,168564.24,2548109.67,頂美公園,安西里,0.698,鄰里公園,慈安路、安通三街(和欣客運旁),安南區公所,鄰里,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,19,,,6,,,,,,,,,,,,,,,,,,,,,,,19,,,,,1,1,,2,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5.8,,,,,1,1.1,,,,,,1
200,臺南市,安南區,169745.95,2551405.69,州南公園(州南段公兒7),州南里,0.5439,鄰里公園,長和路3段133巷與133巷66弄交叉處,安南區公所,鄰里,,1,,,,,,,,,,,,,,,,1,,,,,,,1,,,1,,,1,,2,,,1,,2,1,1,1,,1,,,,,,,,,,,,,,,1,,,,,5,,12,,,,,,,,,,,,,1,,,,,,,,,,,9,,,,6,1,,,3,,,,,,,,,,,,,1,2,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
201,臺南市,安南區,167228.25,2548159.61,理想社區公園(海東段公兒13),理想里,0.4302,鄰里公園,大安街145巷口,安南區公所,鄰里,,,,2,,,,,,,,,,,,2,,1,,,,,,,1,,,,,,1,1,3,,,,,2,,1,1,,1,,,,,,,,,,1,,,,,,,,,,,,15,6,,,,,,,,,,,,6,2,1,,,,,,,,,10,,,,9,1,4,,3,,,1,,,,,,,,,,,2,,,,,,,1,,,,,7,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
202,臺南市,安南區,167270.24,2549045.11,梅花里社區公園(公兒27),梅花里,0.394,鄰里公園,同安路262巷與262巷43弄交叉口(安慶國小大門前),安南區公所,鄰里,,1,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,1,1,1,,,1,,1,,,,,,,,,,1,,,,,1,,,,,1,2,12,,,,,,,,,,,,,2,,,,,2,,,,,,14,,,,3,1,,,,,1,,,,,,,,,,,1,,,,,,,,2,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
203,臺南市,安南區,167256.66,2547622.23,溪仔墘植物公園(公兒1),溪墘里,0.3162,鄰里公園,海佃路一段372巷與安寧街交叉口,安南區公所,鄰里,,,,1,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,1,,,,,1,,,1,,1,,,,,,,,,,1,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,7,6,,,5,1,,,3,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
204,臺南市,安南區,168050.46,2547196.94,溪東水岸公園,溪東里,0.259,鄰里公園,府安路5段98巷內,安南區公所,鄰里,,,,4,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,1,,,,,2,1,,1,,,,,,,,,,,,,,,,,,,,,,4,,13,,,,,,,,,,,,,,,,5,,,,,,,,16,,,,2,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
205,臺南市,安南區,167834.34,2547508.21,溪東親子公園,溪東里,0.3406,鄰里公園,安富街與郡安路5段153巷交叉處,安南區公所,鄰里,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,1,,,,,,14,,,,3,1,2,,,,1,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
206,臺南市,安南區,169974.95,2552224.85,外塭休憩公園(公1),塭南里,0.9881,鄰里公園,安昌街&安昌街106巷口,安南區公所,鄰里,,1,,2,,,,,,,,,,,,,,1,,,,,,1,,,,1,,,1,,4,,,3,,4,,1,4,,3,,,,,,,,,,,,,,,4,,,,,17,,1,,,,,,,,,,,,,,,4,3,,,1,,,,,11,,,,6,2,,,3,,,,,,,,,,,,,1,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
207,臺南市,安南區,167937.59,2547531.89,溪東育樂公園,溪東里,0.2625,鄰里公園,安富街與郡安路5段153巷交叉處後方,安南區公所,鄰里,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
